name	CD_7_long_frac	CD_7_short_frac	TD_31_long_frac	TD_31_short_frac	TD_92_long_frac	TD_92_short_frac	taxonomy_lvl
Chlorobium_phaeovibrioides	0.0	0.0	0.0	0.00031846281819212477	0.0	0.0	S
Acidisarcina_polymorpha	0.0	0.0	0.0	0.0	0.0	5.5156650402809015e-05	S
Granulicella_tundricola	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0009376630568477533	S
Candidatus_Protochlamydia_naegleriophila	0.0	0.0	0.0	0.0	0.0	0.00011031330080561803	S
Neochlamydia_sp._S13	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Phycisphaera_mikurensis	0.0	0.0	0.0	0.0	0.0	5.5156650402809015e-05	S
Planctomyces_sp._SH-PL62	0.0	0.0	0.0	6.369256363842497e-05	0.0	5.5156650402809015e-05	S
Singulisphaera_acidiphila	0.0	0.0	0.0	0.00031846281819212477	0.0	0.00011031330080561803	S
Paludisphaera_borealis	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Aquisphaera_giovannonii	0.0	0.00040175970751893294	0.0	0.002993550491005973	0.0	0.0	S
Tautonia_plasticadhaerens	0.0	0.004553276685214573	0.0	0.00044584794546897473	0.0	0.0025372059185292148	S
Brachyspira_hyodysenteriae	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Leptospira_borgpetersenii	0.0	0.0	0.0	0.0	0.0	5.5156650402809015e-05	S
Leptospira_interrogans	0.0	0.0	0.0	0.0	0.0	0.00011031330080561803	S
Leptospira_noguchii	0.0	0.0006695995125315548	0.0	0.0	0.0	0.0007721931056393263	S
Entomospira_culicis	0.0	0.0	0.0	6.369256363842497e-05	0.0	5.5156650402809015e-05	S
Entomospira_entomophila	0.0	0.0	0.0	6.369256363842497e-05	0.0	0.0	S
Borreliella_garinii	0.0	0.0	0.0	6.369256363842497e-05	0.0	0.0	S
Borreliella_burgdorferi	0.0	0.0	0.0	0.00012738512727684994	0.0	0.0	S
Borreliella_spielmanii	0.0	0.0	0.0	0.00012738512727684994	0.0	0.0	S
Borreliella_bissettiae	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Candidatus_Borreliella_tachyglossi	0.0	0.00013391990250631095	0.0	0.0	0.0	0.00011031330080561803	S
Borreliella_valaisiana	0.0	0.0002678398050126219	0.0	0.0	0.0	5.5156650402809015e-05	S
Borreliella_mayonii	0.0	0.0002678398050126219	0.0	0.0	0.0	0.0	S
Borrelia_sp._A-FGy1	0.0	0.0	0.0	0.0	0.0	0.0003309399024168541	S
Borrelia_coriaceae	0.0	0.0	0.0	6.369256363842497e-05	0.0	0.0	S
Borrelia_turcica	0.0	0.00013391990250631095	0.0	0.00012738512727684994	0.0	0.00011031330080561803	S
Borrelia_crocidurae	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Borrelia_parkeri	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Borrelia_nietonii	0.0	0.0002678398050126219	0.0	0.0	0.0	0.0	S
Borrelia_sp._P9F1	0.0	0.0002678398050126219	0.0	0.0	0.0	0.0	S
Borrelia_miyamotoi	0.0	0.00040175970751893294	0.0	0.00012738512727684994	0.0	0.0	S
Borrelia_hermsii	0.0	0.00040175970751893294	0.0	0.00012738512727684994	0.0	5.5156650402809015e-05	S
Treponema_saccharophilum	0.0	0.006963834930328171	0.0	0.0015923140909606239	0.0	0.0011031330080561804	S
Desulforapulum_autotrophicum	0.0	0.0	0.0	0.001656006654599049	0.0	0.0	S
Trichlorobacter_lovleyi	0.0	0.0008035194150378659	0.0	0.0	0.0	5.5156650402809015e-05	S
Geoalkalibacter_subterraneus	0.0	0.0026783980501262194	0.0	0.005541253036542971	0.0	0.004633158633835957	S
Megalodesulfovibrio_gigas	0.0	0.0	0.0	0.0003821553818305498	0.0	0.0	S
Lawsonia_intracellularis	0.0	0.0002678398050126219	0.0	0.00025477025455369987	0.0	0.00011031330080561803	S
Solidesulfovibrio_carbinolicus	0.0	0.0	0.0	0.0	0.0	5.5156650402809015e-05	S
Solidesulfovibrio_carbinoliphilus	0.0	0.0014731189275694206	0.0	0.0001910776909152749	0.0	0.0	S
Nitratidesulfovibrio_vulgaris	0.0	0.008704793662910213	0.0	0.0009553884545763744	0.0	0.0005515665040280902	S
Leptotrichia_sp._oral_taxon_221	0.0	0.0	0.0	0.00012738512727684994	0.0	0.00011031330080561803	S
Leptotrichia_shahii	0.0	0.00040175970751893294	0.0	0.0	0.0	0.0	S
Haliovirga_abyssi	0.0	0.007499514540353415	0.0	0.00044584794546897473	0.0	0.008549280812435398	S
Ilyobacter_polytropus	0.0	0.012990230543112165	0.0	0.0021018546000680237	0.0	0.008052870958810117	S
Cetobacterium_somerae	0.0	0.017409587325820427	0.0	0.002993550491005973	0.001490979573579842	0.00849412416203259	S
Fusobacterium_hwasookii	0.0	0.0	0.0	0.0	0.0	5.5156650402809015e-05	S
Fusobacterium_polymorphum	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Fusobacterium_animalis	0.0	0.0017409587325820427	0.0	0.00025477025455369987	0.0	0.0004964098536252812	S
Fusobacterium_vincentii	0.0	0.09347609194940507	0.0	0.01681483680054419	0.0	0.03419712324974159	S
Gemmatirosa_kalamazoonensis	0.0	0.010713592200504878	0.0	0.0009553884545763744	0.0	0.011748366535798322	S
Salinibacter_ruber	0.0	0.0012052791225567988	0.0	0.0003821553818305498	0.0	5.5156650402809015e-05	S
Candidatus_Chlorohelix_allophototropha	0.0	0.0012052791225567988	0.0	0.0	0.0	0.00011031330080561803	S
Thermomicrobium_roseum	0.0	0.00830303395539128	0.0	0.0011464661454916492	0.0	0.0007721931056393263	S
Spiroplasma_ixodetis	0.0	0.0	0.0	6.369256363842497e-05	0.0	0.0	S
Spiroplasma_citri	0.0	0.0	0.0	0.0001910776909152749	0.0	5.5156650402809015e-05	S
Mesomycoplasma_hyopneumoniae	0.0	0.00040175970751893294	0.0	0.0	0.0	0.0	S
Mesomycoplasma_hyorhinis	0.0	0.004017597075189329	0.0	0.0030572430546443982	0.0	0.003530025625779777	S
Metamycoplasma_orale	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Metamycoplasma_salivarium	0.0	0.014731189275694206	0.0	0.002802472800090698	0.0	0.002702675869737642	S
Mycoplasmopsis_arginini	0.0	0.0	0.0	0.0003821553818305498	0.0	0.0	S
Mycoplasmopsis_bovirhinis	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Mycoplasmopsis_cynos	0.0	0.00415151697769564	0.0	0.0008280033272995245	0.0	0.0012134463088617983	S
Mycoplasmopsis_gallopavonis	0.0	0.010445752395492256	0.0	0.001337543836406924	0.0	0.0003309399024168541	S
Pseudanabaena_sp._ABRG5-3	0.0	0.0	0.0	0.00025477025455369987	0.0	0.0	S
Pseudanabaena_galeata	0.0	0.00013391990250631095	0.0	0.00012738512727684994	0.0	0.00011031330080561803	S
Chroococcidiopsis_sp._CCNUC1	0.0	0.0	0.0	0.0003821553818305498	0.0	0.0	S
Chroococcidiopsis_thermalis	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Stanieria_cyanosphaera	0.0	0.00013391990250631095	0.0	0.0	0.0	5.5156650402809015e-05	S
Synechocystis_sp._PCC_6714	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Synechococcus_elongatus	0.0	0.0002678398050126219	0.0	0.00012738512727684994	0.0	0.0009376630568477533	S
Nodosilinea_sp._E11	0.0	0.0010713592200504876	0.0	0.0001910776909152749	0.0	0.0014340729104730344	S
Geminocystis_sp._NIES-3709	0.0	0.0	0.0	0.0	0.0	0.00011031330080561803	S
Picosynechococcus_sp._PCC_73109	0.0	0.0	0.0	0.0	0.0	0.00022062660161123606	S
Picosynechococcus_sp._PCC_7117	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
Gloeothece_verrucosa	0.0	0.0002678398050126219	0.0	0.0	0.0	0.0004412532032224721	S
Planktothrix_agardhii	0.0	0.0005356796100252438	0.0	6.369256363842497e-05	0.0	0.00038609655281966315	S
Lyngbya_confervoides	0.0	0.00013391990250631095	0.0	0.0	0.0	0.0	S
