name	CD_7_long_frac	CD_7_short_frac	TD_31_long_frac	TD_31_short_frac	TD_92_long_frac	TD_92_short_frac	taxonomy_lvl
d__Eukaryota|k__Fungi	0.0	0.0	0.0	0.0	0.0	0.0021714112001389703	K
d__Eukaryota|k__Metazoa	7.617661329451722	55.735115031432045	82.77310924369748	91.10729275231684	61.53846153846154	90.70636006340521	K
d__Viruses|k__Loebvirae	0.0	0.0	0.0	0.0	0.0	0.0021714112001389703	K
d__Viruses|k__Zilligvirae	0.0	0.0	0.0	0.0028168220613503845	0.0	0.00651423360041691	K
d__Viruses|k__Helvetiavirae	0.0	0.0	0.0	0.0028168220613503845	0.0	0.0	K
d__Viruses|k__Shotokuvirae	0.0	0.05595234177006879	0.0	0.022534576490803076	0.0	0.019542700801250732	K
d__Viruses|k__Pararnavirae	0.0	0.009873942665306256	0.0	0.0028168220613503845	0.0	0.0021714112001389703	K
d__Viruses|k__Orthornavirae	0.0	0.09215679820952506	0.0	0.14929156925157036	0.0	0.14982737280958897	K
d__Viruses|k__Bamfordvirae	0.0	0.23697462396735017	0.0	0.18591025604912537	0.0	0.23668382081514777	K
d__Viruses|k__Sangervirae	0.048520135856380396	0.0	0.0	0.005633644122700769	0.0	0.0	K
d__Viruses|k__Heunggongvirae	92.33381853469189	43.8699272619557	17.22689075630252	8.520886735584913	38.46153846153847	8.874557574967971	K
