name	CD_7_long_frac	CD_7_short_frac	TD_31_long_frac	TD_31_short_frac	TD_92_long_frac	TD_92_short_frac	taxonomy_lvl
Chlorobium	0.0	0.0	0.0	0.0003025213338044599	0.0	0.0	G
Acidisarcina	0.0	0.0	0.0	0.0	0.0	5.3919226841422474e-05	G
Granulicella	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0009166268563041821	G
Candidatus_Protochlamydia	0.0	0.0	0.0	0.0	0.0	0.00010783845368284495	G
Neochlamydia	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Phycisphaera	0.0	0.0	0.0	0.0	0.0	5.3919226841422474e-05	G
Planctomyces	0.0	0.0	0.0	6.050426676089198e-05	0.0	5.3919226841422474e-05	G
Singulisphaera	0.0	0.0	0.0	0.0003025213338044599	0.0	0.00010783845368284495	G
Paludisphaera	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Aquisphaera	0.0	0.00037601335599440493	0.0	0.002843700537761923	0.0	0.0	G
Tautonia	0.0	0.004261484701269923	0.0	0.00042352986732624383	0.0	0.0024802844347054337	G
Brachyspira	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Leptospira	0.0	0.0006266889266573415	0.0	0.0	0.0	0.0009705460831456046	G
Entomospira	0.0	0.0	0.0	0.00012100853352178397	0.0	5.3919226841422474e-05	G
Borreliella	0.0	0.0016293912093090879	0.0	0.00048403413408713587	0.0	0.00026959613420711237	G
Borrelia	0.0	0.002381417921297898	0.0	0.00048403413408713587	0.0	0.0007009499489384922	G
Treponema	0.0	0.006517564837236351	0.0	0.0015126066690222995	0.0	0.0010783845368284495	G
Desulforapulum	0.0	0.0	0.0	0.0015731109357831916	0.0	0.0	G
Trichlorobacter	0.0	0.0007520267119888099	0.0	0.0	0.0	5.3919226841422474e-05	G
Geoalkalibacter	0.0	0.002506755706629366	0.0	0.005263871208197602	0.0	0.004529215054679488	G
Megalodesulfovibrio	0.0	0.0	0.0	0.00036302560056535185	0.0	0.0	G
Lawsonia	0.0	0.0002506755706629366	0.0	0.00024201706704356793	0.0	0.00010783845368284495	G
Solidesulfovibrio	0.0	0.0013787156386461513	0.0	0.00018151280028267592	0.0	5.3919226841422474e-05	G
Nitratidesulfovibrio	0.0	0.00814695604654544	0.0	0.0009075640014133796	0.0	0.0005391922684142247	G
Leptotrichia	0.0	0.00037601335599440493	0.0	0.00012100853352178397	0.0	0.00010783845368284495	G
Haliovirga	0.0	0.007018915978562225	0.0	0.00042352986732624383	0.0	0.008357480160420483	G
Ilyobacter	0.0	0.012157765177152426	0.0	0.0019966408031094353	0.0	0.00787220711884768	G
Cetobacterium	0.0	0.01629391209309088	0.0	0.002843700537761923	0.0014596196231262133	0.008303560933579061	G
Fusobacterium	0.0	0.1269671765407774	0.0	0.022749604302095383	0.0014596196231262133	0.036287639664277324	G
Gemmatirosa	0.0	0.010027022826517464	0.0	0.0009075640014133796	0.0	0.011484795317222986	G
Salinibacter	0.0	0.0011280400679832148	0.0	0.00036302560056535185	0.0	5.3919226841422474e-05	G
Candidatus_Chlorohelix	0.0	0.0011280400679832148	0.0	0.0	0.0	0.00010783845368284495	G
Thermomicrobium	0.0	0.007770942690551036	0.0	0.0010890768016960555	0.0	0.0007548691757799146	G
Spiroplasma	0.0	0.0	0.0	0.00024201706704356793	0.0	5.3919226841422474e-05	G
Mesomycoplasma	0.0	0.004261484701269923	0.0	0.0029042048045228148	0.0	0.0034508305178510383	G
Metamycoplasma	0.0	0.01403783195712445	0.0	0.002722692004240139	0.0	0.002695961342071124	G
Mycoplasmopsis	0.0	0.04411890043667684	0.0	0.012463878952743748	0.0	0.0022106883004983213	G
Pseudanabaena	0.0	0.0001253377853314683	0.0	0.00036302560056535185	0.0	0.00010783845368284495	G
Chroococcidiopsis	0.0	0.0001253377853314683	0.0	0.00036302560056535185	0.0	0.0	G
Stanieria	0.0	0.0001253377853314683	0.0	0.0	0.0	5.3919226841422474e-05	G
Synechocystis	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Synechococcus	0.0	0.0002506755706629366	0.0	0.00012100853352178397	0.0	0.0009166268563041821	G
Nodosilinea	0.0	0.0010027022826517465	0.0	0.00018151280028267592	0.0	0.0014018998978769844	G
Geminocystis	0.0	0.0	0.0	0.0	0.0	0.00010783845368284495	G
Picosynechococcus	0.0	0.0001253377853314683	0.0	0.0	0.0	0.00026959613420711237	G
Gloeothece	0.0	0.0002506755706629366	0.0	0.0	0.0	0.0004313538147313798	G
Planktothrix	0.0	0.0005013511413258732	0.0	6.050426676089198e-05	0.0	0.0003774345878899573	G
Lyngbya	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Oscillatoria	0.0	0.0008773644973202781	0.0	0.0	0.0	0.0	G
Acaryochloris	0.0	0.0021307423506349613	0.0	0.0005445384008480277	0.0	0.0012940614441941394	G
Dolichospermum	0.0	0.0	0.0	6.050426676089198e-05	0.0	5.3919226841422474e-05	G
Cylindrospermum	0.0	0.0	0.0	0.00012100853352178397	0.0	0.0	G
Trichormus	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0007548691757799146	G
Halotia	0.0	0.0002506755706629366	0.0	0.0	0.0	0.0	G
Anabaena	0.0	0.0021307423506349613	0.0	0.00042352986732624383	0.0	0.002156769073656899	G
Nostoc	0.0	0.004512160271932859	0.0	0.0014521024022614074	0.0	0.0014018998978769844	G
Allocoleopsis	0.0	0.010653711753174805	0.0	0.0018756322695876512	0.0	0.0019410921662912093	G
Kovacikia	0.0	0.0001253377853314683	0.0	6.050426676089198e-05	0.0	0.0002156769073656899	G
Leptolyngbya	0.0	0.15604554273767804	0.0	0.02541179203957463	0.0	0.08546197454365462	G
Allomeiothermus	0.0	0.0006266889266573415	0.0	0.0	0.0	5.3919226841422474e-05	G
Meiothermus	0.0	0.0013787156386461513	0.0	0.0	0.0	0.0	G
Thermus	0.0	0.005013511413258732	0.0	0.0016336152025440834	0.0	5.3919226841422474e-05	G
Deinococcus	0.0	0.1980337008237199	0.0	0.040114328862471384	0.0	0.009435864697248933	G
Termitidicoccus	0.0	0.0001253377853314683	0.0	0.00018151280028267592	0.0	0.0	G
Akkermansia	0.006257822277847309	0.0	0.0	0.0	0.0	0.0	G
Helicobacter	0.0	0.0001253377853314683	0.0	0.0	0.0	0.0	G
Sulfurimonas	0.0	0.0006266889266573415	0.0	0.00012100853352178397	0.0	0.0	G
Aliarcobacter	0.0	0.0008773644973202781	0.0	0.0007260512011307037	0.0	0.002372445981022589	G
Arcobacter	0.0	0.0011280400679832148	0.0	0.00012100853352178397	0.0	0.0005931114952556473	G
Sulfurovum	0.0	0.004637498057264327	0.0	0.0003025213338044599	0.0	0.0017254152589255192	G
Campylobacter	0.9198998748435544	2.9314001233323808	1.2521315468940317	0.4741719386051104	0.09779451474945629	0.20262845447006567	G
Hydrogenophilus	0.0	0.0	0.0	0.0	0.0	0.015097383515598294	G
Acidithiobacillus	0.0	0.0072695915492251625	0.0	0.0013310938687396234	0.0	0.001347980671035562	G
Sterolibacterium	0.0	0.0	0.0	0.00018151280028267592	0.0	0.0	G
Sulfuricella	0.0	0.0008773644973202781	0.0	0.00018151280028267592	0.0	0.0	G
Niveibacterium	0.0	0.0005013511413258732	0.0	0.0009680682681742717	0.0	0.004852730415728023	G
Azoarcus	0.0	0.0007520267119888099	0.0	0.00012100853352178397	0.0	0.0	G
Thauera	0.0	0.0011280400679832148	0.0	0.0	0.0	0.0	G
Conchiformibius	0.0	0.0	0.0	0.00018151280028267592	0.0	0.0006470307220970697	G
Vitreoscilla	0.0	0.00037601335599440493	0.0	6.050426676089198e-05	0.0	0.00016175768052426742	G
Neisseria	0.0	0.026070259348945406	0.0	0.016820186159527968	0.0	0.008680995521469018	G
Aquitalea	0.0	0.0002506755706629366	0.0	6.050426676089198e-05	0.0	0.0	G
Chromobacterium	0.0	0.1099212377356977	0.0	0.036302560056535184	0.0	0.0143964335666598	G
Bordetella	0.0	0.0	0.0	6.050426676089198e-05	0.0	0.0	G
Alcaligenes	0.0	0.0	0.0	6.050426676089198e-05	0.0	0.0	G
Advenella	0.0	0.0	0.0	0.0006050426676089198	0.0	0.0	G
